Bank,Lånenavn,Nominell rente,Etableringsgebyr,Etableringsgebyr i %,Termingebyr,Min beløp,Maks beløp,Min alder,Maks alder,Maks løpetid (år),Belaningsgrad
SpareBank 1 Østlandet,Kaskofritt Billån inntil 100%,16.95,4599.0,0.0,95.0,30000.0,100000.0,18,100,5,100.0
SpareBank 1 Sogn og Fjordane,Elbillån inntil 65%,6.8,2400.0,0.0,95.0,30000.0,1000000000.0,18,100,8,65.0
SpareBank 1 Nord-Norge,Billån inntil 80%,7.7,2990.0,0.0,95.0,20000.0,1000000000.0,18,100,10,80.0
Sparebank 1 Finans Nord-Norge AS,LOfavør Billån inntil 80%,7.4,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,80.0
SpareBank 1 Finans Østlandet AS,Kaskofritt Billån inntil 100%,16.95,4599.0,0.0,95.0,30000.0,100000.0,18,100,5,100.0
Sparebank 1 Finans Nord-Norge AS,Billån inntil 80%,7.7,2990.0,0.0,95.0,20000.0,1000000000.0,18,100,10,80.0
Bien Sparebank ASA,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
SpareBank 1 Helgeland,Billån inntil 65%,6.85,2990.0,0.0,95.0,20000.0,1000000000.0,18,100,10,65.0
SpareBank 1 Nord-Norge,Billån inntil 65%,6.85,2990.0,0.0,95.0,20000.0,1000000000.0,18,100,10,65.0
Sparebank 1 Finans Nord-Norge AS,Billån inntil 65%,6.85,2990.0,0.0,95.0,20000.0,1000000000.0,18,100,10,65.0
Hegra Sparebank,Eika Caravanlån 35 % Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
SpareBank 1 Ringerike Hadeland,Kaskofritt Billån inntil 100%,16.95,4599.0,0.0,95.0,30000.0,100000.0,18,100,5,100.0
SpareBank 1 Nord-Norge,ATV-/ Snøscooterlån inntil 100%,9.7,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,7,100.0
SpareBank 1 Nord-Norge,LOfavør ATV-/ Snøscooterlån inntil 80%,8.6,2990.0,0.0,95.0,25000.0,1000000000.0,18,100,7,80.0
Sparebank 1 Finans Nord-Norge AS,LOfavør ATV-/ Snøscooterlån inntil 80%,8.6,2990.0,0.0,95.0,25000.0,1000000000.0,18,100,7,80.0
Sparebank 1 Finans Nord-Norge AS,ATV-/ Snøscooterlån inntil 100%,9.7,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,7,100.0
SpareBank 1 Lom og Skjåk,Elbillån inntil 80%,7.6,2400.0,0.0,95.0,30000.0,1000000000.0,18,100,8,80.0
SpareBank 1 Nord-Norge,ATV-/Snøscooterlån inntil 80%,8.9,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,7,80.0
Sparebank 1 Finans Nord-Norge AS,ATV-/Snøscooterlån inntil 80%,8.9,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,7,80.0
SpareBank 1 Nord-Norge,ATV-/ Snøscooterlån inntil 65%,7.95,2990.0,0.0,95.0,25000.0,1000000000.0,18,100,7,65.0
SpareBank 1 Gudbrandsdal,Elbillån inntil 80%,7.6,2400.0,0.0,95.0,30000.0,1000000000.0,18,100,8,80.0
Oslofjord Sparebank,Eika Caravanlån med 20 % - 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Sparebank 1 Finans Nord-Norge AS,ATV-/ Snøscooterlån inntil 65%,7.95,2990.0,0.0,95.0,25000.0,1000000000.0,18,100,7,65.0
Melhusbanken,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
SpareBank 1 Lom og Skjåk,Elbillån inntil 65%,6.8,2400.0,0.0,95.0,30000.0,1000000000.0,18,100,8,65.0
Sparebanken Øst,Kontokreditt,19.85,2990.0,0.0,0.0,1000.0,50000.0,18,100,5,100.0
Santander Consumer Bank AS,Standard Caravanlån 80 %,8.9,2000.0,0.0,60.0,50000.0,3000000.0,18,100,15,80.0
SpareBank 1 Sogn og Fjordane,Elbillån inntil 80%,7.6,2400.0,0.0,95.0,30000.0,1000000000.0,18,100,8,80.0
SpareBank 1 Nord-Norge,Båtlån inntil 100%,8.9,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,100.0
Santander Consumer Bank AS,Standard Caravanlån 100%,9.9,2000.0,0.0,60.0,50000.0,3000000.0,18,100,15,100.0
Sparebanken Øst,Forbrukslån,19.85,2990.0,0.0,130.0,1000.0,50000.0,18,100,5,0.0
SpareBank 1 Helgeland,Båtlån inntil 100%,8.9,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,100.0
SpareBank 1 Finans Midt-Norge AS,LOfavør Elbillån inntil 100%,8.2,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,100.0
Santander Consumer Bank AS,Standard Caravanlån 65%,7.85,2000.0,0.0,60.0,50000.0,3000000.0,18,100,15,65.0
Sparebank 1 Finans Nord-Norge AS,Båtlån inntil 100%,8.9,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,100.0
Santander Consumer Bank AS,Standard Billån 80%,8.3,2000.0,0.0,60.0,50000.0,3000000.0,18,100,10,80.0
SpareBank 1 Nord-Norge,LOfavør Båt under 7 meter inntil 80%,9.55,3950.0,0.0,95.0,25000.0,1000000000.0,18,100,10,80.0
SpareBank 1 Helgeland,LOfavør Båt under 7 meter inntil 80%,9.55,3950.0,0.0,95.0,25000.0,1000000000.0,18,100,10,80.0
SpareBank 1 Lom og Skjåk,Elbillån inntil 100%,8.5,2400.0,0.0,95.0,30000.0,1000000000.0,18,100,8,100.0
Santander Consumer Bank AS,Standard Billån med 100%,9.3,2000.0,0.0,60.0,50000.0,3000000.0,18,100,10,100.0
Sparebank 1 Finans Nord-Norge AS,LOfavør Båt under 7 meter inntil 80%,9.55,3950.0,0.0,95.0,25000.0,1000000000.0,18,100,10,80.0
SpareBank 1 Helgeland,Båt under 7 meter inntil 80%,9.85,3950.0,0.0,95.0,25000.0,1000000000.0,18,100,10,80.0
Haltdalen Sparebank,Eika Caravanlån 35 % Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
SpareBank 1 Nord-Norge,Båt under 7 meter inntil 80%,9.85,3950.0,0.0,95.0,25000.0,1000000000.0,18,100,10,80.0
Sparebank 1 Finans Nord-Norge AS,Båt under 7 meter inntil 80%,9.85,3950.0,0.0,95.0,25000.0,1000000000.0,18,100,10,80.0
SpareBank 1 Gudbrandsdal,Elbillån inntil 100%,8.5,2400.0,0.0,95.0,30000.0,1000000000.0,18,100,8,100.0
SpareBank 1 Helgeland,LOfavør Billån inntil 65%,6.55,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,65.0
SpareBank 1 SMN,Elbillån inntil 80%,7.6,2400.0,0.0,95.0,30000.0,1000000000.0,18,100,8,80.0
Tinn Sparebank,Eika Caravanlån med 20 % - 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
SpareBank 1 Hallingdal Valdres,Elbillån inntil 100%,8.5,2400.0,0.0,95.0,30000.0,1000000000.0,18,100,8,100.0
SpareBank 1 Nord-Norge,LOfavør Billån inntil 65%,6.55,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,65.0
SpareBank 1 Østfold Akershus,LOfavør Båt over 7 meter inntil 65%,7.05,9995.0,0.0,95.0,100000.0,3000000.0,18,100,20,65.0
Sparebanken Møre,Kaskofritt billån,14.75,2990.0,0.0,95.0,1.0,1000000000.0,18,34,5,100.0
SpareBank 1 Helgeland,LOfavør Billån inntil 80%,7.4,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,80.0
SpareBank 1 Nordmøre,Elbillån inntil 80%,7.6,2400.0,0.0,95.0,30000.0,1000000000.0,18,100,8,80.0
Romsdal Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Sparebank 1 Finans Nord-Norge AS,LOfavør Billån inntil 65%,6.55,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,65.0
Sparebanken Møre,Båtlån over 7 meter inntil 80 %,8.25,6000.0,0.0,95.0,1.0,1000000000.0,18,100,10,80.0
Sparebank 1 Finans Nord-Norge AS,Elbil inntil 80%,7.6,2990.0,0.0,95.0,20000.0,1000000000.0,18,100,10,80.0
Sparebanken Møre,Elbil inntil 65 %,6.8,2990.0,0.0,95.0,1.0,1000000000.0,18,100,10,65.0
SpareBank 1 Lom og Skjåk,LOfavør Elbillån inntil 100%,8.2,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,100.0
Sparebanken Møre,Båtlån over 7 meter inntil 65 %,7.65,6000.0,0.0,95.0,1.0,1000000000.0,18,100,10,65.0
SpareBank 1 Nord-Norge,Elbil inntil 65%,6.75,2990.0,0.0,95.0,20000.0,1000000000.0,18,100,10,65.0
Sparebank 1 Finans Nord-Norge AS,Elbil inntil 65%,6.75,2990.0,0.0,95.0,20000.0,1000000000.0,18,100,10,65.0
Sparebanken Møre,Båtlån over 7 meter inntil 100 %,8.9,6000.0,0.0,95.0,1.0,1000000000.0,18,100,10,100.0
SpareBank 1 Finans Midt-Norge AS,LOfavør Elbillån inntil 80%,7.3,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,80.0
Santander Consumer Bank AS,Standard Båtlån under sju meter,9.95,3300.0,0.0,50.0,62500.0,2000000.0,18,80,10,80.0
SpareBank 1 Nord-Norge,LOfavør Caravanlån inntil 65%,6.55,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,65.0
Grue Sparebank,Eika Caravanlån 35 % Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Sparebanken Møre,Bobil og campingvogn inntil 80 %,7.7,2990.0,0.0,95.0,1.0,1000000000.0,18,100,10,80.0
Sparebank 1 Finans Nord-Norge AS,LOfavør Caravanlån inntil 65%,6.55,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,65.0
Santander Consumer Bank AS,Veteranbillån,10.1,2400.0,0.0,75.0,100000.0,250000.0,30,70,5,65.0
SpareBank 1 Nordmøre,Elbillån inntil 100%,8.5,2400.0,0.0,95.0,30000.0,1000000000.0,18,100,8,100.0
Sparebanken Møre,Bobil og campingvogn inntil 100 %,8.6,2990.0,0.0,95.0,1.0,1000000000.0,18,100,10,100.0
SpareBank 1 Nord-Norge,LOfavør Caravanlån inntil 80%,7.4,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,80.0
Santander Consumer Bank AS,Standard Båtlån Over sju meter,9.45,6258.0,0.0,85.0,125000.0,2000000.0,18,80,10,80.0
Sparebank 1 Finans Nord-Norge AS,LOfavør Caravanlån inntil 80%,7.4,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,80.0
SpareBank 1 Hallingdal Valdres,LOfavør Elbillån inntil 100%,8.2,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,100.0
Santander Consumer Bank AS,Standard ATV-/Snøscooterlån 80 %,9.6,2400.0,0.0,75.0,50000.0,3000000.0,18,100,7,80.0
Sparebanken Møre,Bobil og campingvogn inntil 65 %,6.9,2990.0,0.0,95.0,1.0,1000000000.0,18,100,10,65.0
SpareBank 1 Nord-Norge,Caravanlån inntil 80%,7.7,2990.0,0.0,95.0,20000.0,10000000.0,18,100,10,80.0
Santander Consumer Bank AS,Standard ATV-/Snøscooterlån 100%,10.1,2400.0,0.0,75.0,50000.0,3000000.0,18,100,7,100.0
Sparebank 1 Finans Nord-Norge AS,Caravanlån inntil 80%,7.7,2990.0,0.0,95.0,20000.0,10000000.0,18,100,10,80.0
Sparebanken Møre,Billån og Billån Ung med kaskoforsikring inntil 100 %,8.6,2990.0,0.0,95.0,1.0,1000000000.0,18,100,10,100.0
SpareBank 1 SMN,Elbillån inntil 100%,8.5,2400.0,0.0,95.0,30000.0,1000000000.0,18,100,8,100.0
Brage Finans AS,Båtlån under 7 meter 80%,9.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
SpareBank 1 Nord-Norge,Caravanlån inntil 65 %,6.85,2990.0,0.0,95.0,20000.0,10000000.0,18,100,10,65.0
Sparebanken Møre,Billån og Billån Ung med kaskoforsikring inntil 80 %,7.7,2990.0,0.0,95.0,1.0,1000000000.0,18,100,10,80.0
Sparebank 1 Finans Nord-Norge AS,Caravanlån inntil 65 %,6.85,2990.0,0.0,95.0,20000.0,10000000.0,18,100,10,65.0
Santander Consumer Bank AS,Standard ATV-/Snøscooterlån  65%,8.4,2400.0,0.0,75.0,50000.0,3000000.0,18,100,7,65.0
SpareBank 1 Gudbrandsdal,LOfavør Elbillån inntil 100%,8.2,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,100.0
Sparebanken Møre,ATV og snøscooter inntil 100 %,9.5,2990.0,0.0,95.0,1.0,1000000000.0,18,100,5,100.0
Santander Consumer Bank AS,Standard MC-lån 80%,9.6,2400.0,0.0,75.0,10000.0,3000000.0,18,100,7,80.0
Grong Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
SpareBank 1 Helgeland,LOfavør Båtlån inntil 100%,8.6,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,100.0
Sparebanken Møre,Billån og Billån Ung med kaskoforsikring inntil 65 %,6.9,2990.0,0.0,95.0,1.0,1000000000.0,18,100,10,65.0
Santander Consumer Bank AS,Standard MC-lån 100%,10.1,2400.0,0.0,75.0,10000.0,3000000.0,18,100,7,100.0
Sparebanken Møre,ATV og Snøscooter inntil 65 %,7.7,2990.0,0.0,95.0,1.0,1000000000.0,18,100,5,65.0
NORDirekte (Skagerrak Sparebank),Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
SpareBank 1 Nord-Norge,LOfavør Båtlån inntil 100%,8.6,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,100.0
Sparebank 1 Finans Nord-Norge AS,LOfavør Båtlån inntil 100%,8.6,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,100.0
Santander Consumer Bank AS,Standard MC-lån  65%,8.4,2400.0,0.0,75.0,10000.0,3000000.0,18,100,7,65.0
Sparebanken Møre,ATV og snøscooter inntil 80 %,8.9,2990.0,0.0,95.0,1.0,1000000000.0,18,100,5,80.0
SpareBank 1 Nordmøre,LOfavør Elbillån inntil 65%,6.5,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,65.0
Etnedal Sparebank,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Spareskillingsbanken,Fritidslån 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Sparebanken Narvik,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Søgne og Greipstad Sparebank,Fritidslån 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
SpareBank 1 Nord-Norge,LOfavør MC lån inntil 80%,8.6,2990.0,0.0,95.0,30000.0,1000000.0,18,100,10,80.0
SpareBank 1 SMN,LOfavør Elbillån inntil 100%,8.2,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,100.0
Sparebank 1 Finans Nord-Norge AS,LOfavør MC lån inntil 80%,8.6,2990.0,0.0,95.0,30000.0,1000000.0,18,100,10,80.0
Voss Sparebank,Fritidslån 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Grong Sparebank,Eika Caravanlån 35 % Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
SpareBank 1 Nord-Norge,MC lån inntil 80%,8.9,2990.0,0.0,95.0,20000.0,1000000.0,18,100,8,80.0
SpareBank 1 Gudbrandsdal,LOfavør Elbillån inntil 80%,7.3,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,80.0
Sparebank 1 Finans Nord-Norge AS,MC lån inntil 80%,8.9,2990.0,0.0,95.0,20000.0,1000000.0,18,100,8,80.0
Sogn Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
SpareBank 1 Finans Midt-Norge AS,LOfavør Elbillån inntil 65%,6.5,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,65.0
Brage Finans AS,Båtlån over 7 meter 65%,7.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,65.0
Brage Finans AS,Fritidslån 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Sparebanken Møre,Motorsykkellån inntil 80 %,8.9,2990.0,0.0,95.0,1.0,1000000000.0,18,100,8,80.0
SpareBank 1 Nord-Norge,LOfavør Elbil inntil 65%,6.45,1790.0,0.0,95.0,25000.0,1000000000.0,18,100,10,65.0
Skudenes & Aakra Sparebank,Fritidslån 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Sparebank 1 Finans Nord-Norge AS,LOfavør Elbil inntil 65%,6.45,1790.0,0.0,95.0,25000.0,1000000000.0,18,100,10,65.0
"Nordax Bank, en del av NOBA Bank Group AB (publ)",Refinansieringslån,12.49,995.0,0.0,65.0,10000.0,800000.0,23,100,20,0.0
Sparebank 1 Finans Nord-Norge AS,LOfavør Elbil inntil 80%,7.3,1790.0,0.0,95.0,25000.0,1000000000.0,18,100,10,80.0
Sparebanken Møre,Motorsykkellån inntil 65 %,7.7,2990.0,0.0,95.0,1.0,1000000000.0,18,100,8,65.0
"Nordax Bank, en del av NOBA Bank Group AB (publ)",Nordax Lånet - Forbrukslån,12.99,995.0,0.0,65.0,10000.0,600000.0,23,70,5,0.0
SpareBank 1 Nord-Norge,LOfavør Elbil inntil 80%,7.3,1790.0,0.0,95.0,25000.0,1000000000.0,18,100,10,80.0
Sparebanken Møre,Motorsykkellån inntil 100 %,9.5,2990.0,0.0,95.0,1.0,1000000000.0,18,100,8,100.0
Etnedal Sparebank,Eika Caravanlån med 20 % - 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
SpareBank 1 Østfold Akershus,LOfavør Båt over 7 meter inntil 80%,8.05,9995.0,0.0,95.0,100000.0,3000000.0,18,100,20,80.0
SpareBank 1 Nord-Norge,Elbil inntil 80%,7.6,2990.0,0.0,95.0,20000.0,1000000000.0,18,100,10,80.0
"NORDEA BANK ABP, FILIAL I NORGE",Forbrukslån,11.9,990.0,0.0,50.0,10000.0,500000.0,21,100,5,0.0
Sparebanken Møre,Elbil inntil 100 %,8.5,2990.0,0.0,95.0,1.0,1000000000.0,18,100,10,100.0
"NORDEA BANK ABP, FILIAL I NORGE",Refinansiering,11.9,990.0,0.0,50.0,10000.0,500000.0,21,100,15,0.0
Sparebanken Møre,Elbil inntil 80 %,7.6,2990.0,0.0,95.0,1.0,1000000000.0,18,100,10,80.0
Fana Sparebank,Fritidslån 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Kredittbanken ASA - Del av SpareBank 1 og Eika,Agrikjøp Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,20,100,10,0.0
SpareBank 1 SMN,LOfavør Elbillån inntil 80%,7.3,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,80.0
JBF Bank og Forsikring,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
SpareBank 1 Østfold Akershus,LOfavør Båt under 7 meter inntil 65%,9.65,7995.0,0.0,95.0,50000.0,500000.0,18,100,7,65.0
SpareBank 1 Hallingdal Valdres,LOfavør Elbillån inntil 65%,6.5,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,65.0
Sparebanken Sør,Fritidslån 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Sbanken (DNB Bank ASA),Billån 100 %,9.57,0.0,0.0,0.0,30000.0,1000000000.0,18,100,10,100.0
Sparebank 1 Finans Nord-Norge AS,Caravanlån inntil 100%,8.6,2990.0,0.0,95.0,20000.0,10000000.0,18,100,10,100.0
Sparebanken Vest,Fritidslån 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Sbanken (DNB Bank ASA),Grønt Billån 100 %,8.42,0.0,0.0,0.0,0.0,1000000000.0,18,100,10,100.0
SpareBank 1 Nord-Norge,Caravanlån inntil 100%,8.6,2990.0,0.0,95.0,20000.0,10000000.0,18,100,10,100.0
SpareBank 1 Lom og Skjåk,LOfavør Elbillån inntil 80%,7.3,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,80.0
Agder Sparebank,Eika Caravanlån 35 % Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Flekkefjord Sparebank,Fritidslån 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
DNB Bank ASA,DNB Forbruksfinansiering,10.9,500.0,0.0,0.0,10000.0,250000.0,18,100,5,0.0
SpareBank 1 Ringerike Hadeland,LOfavør Billån Ung inntil 100%,8.95,4599.0,0.0,95.0,10000.0,100000.0,18,34,5,100.0
SpareBank 1 Gudbrandsdal,LOfavør Elbillån inntil 65%,6.5,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,65.0
Marker & Eidsberg Sparebank,Eika Caravanlån med 20 % - 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Haugesund Sparebank,Fritidslån 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
SpareBank 1 Finans Østlandet AS,LOfavør Billån Ung inntil 100%,8.95,4599.0,0.0,95.0,10000.0,100000.0,18,34,5,100.0
SpareBank 1 Nordmøre,LOfavør Elbillån inntil 100%,8.2,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,100.0
Lillesands Sparebank,Fritidslån 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
SpareBank 1 Sogn og Fjordane,Elbillån inntil 100%,8.5,2400.0,0.0,95.0,30000.0,1000000000.0,18,100,8,100.0
SpareBank 1 Østlandet,LOfavør Billån Ung inntil 100%,8.95,4599.0,0.0,95.0,10000.0,100000.0,18,34,5,100.0
Luster Sparebank,Fritidslån 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
SpareBank 1 Hallingdal Valdres,LOfavør Elbillån inntil 80%,7.3,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,80.0
Valdres Sparebank,Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,20,100,5,0.0
SpareBank 1 Nord-Norge,LOfavør ATV-/ Snøscooterlån inntil 100%,9.4,2990.0,0.0,95.0,25000.0,1000000000.0,18,100,7,100.0
Vekselbanken,Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,20,100,5,0.0
Romsdal Sparebank,Eika Caravanlån 35 % Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
SpareBank 1 SMN,LOfavør Elbillån inntil 65%,6.5,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,65.0
Ørland Sparebank,Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,20,100,5,0.0
SpareBank 1 Finans Midt-Norge AS,Båt LO over 7 meter inntil 65 % finansiering,7.35,4500.0,0.0,95.0,50000.0,1000000000.0,18,100,15,65.0
Sparebank 1 Finans Nord-Norge AS,LOfavør ATV-/ Snøscooterlån inntil 100%,9.4,2990.0,0.0,95.0,25000.0,1000000000.0,18,100,7,100.0
Ørskog Sparebank,Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,20,100,5,0.0
Marker & Eidsberg Sparebank,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Sparebank 1 Finans Nord-Norge AS,LOfavør ATV-/ Snøscooterlån inntil 65%,7.65,2990.0,0.0,95.0,25000.0,1000000000.0,18,100,7,65.0
Kredittbanken ASA - Del av SpareBank 1 og Eika,Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,20,100,5,0.0
Melhusbanken,Eika Caravanlån med 20 % - 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Aasen Sparebank,Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,20,100,5,0.0
SpareBank 1 Nordmøre,LOfavør Elbillån inntil 80%,7.3,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,80.0
SpareBank 1 Nord-Norge,LOfavør ATV-/ Snøscooterlån inntil 65%,7.65,2990.0,0.0,95.0,25000.0,1000000000.0,18,100,7,65.0
Trøndelag Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
SpareBank 1 Lom og Skjåk,LOfavør Elbillån inntil 65%,6.5,1200.0,0.0,95.0,30000.0,1000000000.0,18,100,8,65.0
Strømmen Sparebank,Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,20,100,5,0.0
SpareBank 1 Gudbrandsdal,Båt LO over 7 meter inntil 65 % finansiering,7.35,4500.0,0.0,95.0,50000.0,1000000000.0,18,100,15,65.0
Sunndal Sparebank,Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,20,100,5,0.0
SpareBank 1 Helgeland,LOfavør Billån inntil 100%,8.3,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
SpareBank 1 Lom og Skjåk,Båt LO over 7 meter mellom 65 - 80 % finansiering,7.95,4500.0,0.0,95.0,50000.0,1000000000.0,18,100,15,80.0
JBF Bank og Forsikring,Eika Caravanlån 35 % Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Tinn Sparebank,Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,20,100,5,0.0
SpareBank 1 Nord-Norge,LOfavør Billån inntil 100%,8.3,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
SpareBank 1 Østfold Akershus,LOfavør Caravanlån inntil 100%,8.55,4599.0,0.0,95.0,50000.0,3000000.0,18,100,10,100.0
SpareBank 1 Finans Midt-Norge AS,Båt LO over 7 meter mellom 65 - 80 % finansiering,7.95,4500.0,0.0,95.0,50000.0,1000000000.0,18,100,15,80.0
Sparebank 1 Finans Nord-Norge AS,LOfavør Billån inntil 100%,8.3,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Tolga-Os Sparebank,Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,20,100,5,0.0
Rogaland Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Rindal Sparebank,Forbrukslån,12.5,3000.0,0.0,50.0,10000.0,200000.0,18,100,5,0.0
Trøndelag Sparebank,Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,20,100,5,0.0
Evje og Hornnes Sparebank,Eika Caravanlån med 20 % - 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Tysnes Sparebank,Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,20,100,5,0.0
SpareBank 1 Nordmøre,Båt LO over 7 meter inntil 65 % finansiering,7.35,4500.0,0.0,95.0,50000.0,1000000000.0,18,100,15,65.0
Bien Sparebank ASA,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
